,company,type,rating,reviewers,age,highly_ratedFOR,critically_ratedFOR
4543,IT By Design,IT Services & Consulting ,3.3,165 Reviews,21 years old,"Promotions / Appraisal, Job Security, Salary & Benefits",
4544,Allen Solly,Fashion & Textile ,4.4,165 Reviews,280 years old,"Company Culture, Skill Development / Learning, Job Security",
4545,E2logy Software Solutions,IT Services & Consulting ,4.4,165 Reviews,19 years old,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",
4546,Sukhbir Agro Energy,Power ,3.6,165 Reviews,25 years old,"Promotions / Appraisal, Company Culture, Job Security",
4547,Stedman Pharmaceuticals,Pharma ,4.3,165 Reviews,33 years old,"Skill Development / Learning, Work Life Balance, Company Culture",
4548,CyberSWIFT Infotech,IT Services & Consulting ,3.8,165 Reviews,27 years old,Promotions / Appraisal,
4549,Tatva Chintan Pharma Chem,Chemicals ,4.2,165 Reviews,28 years old,,
4550,JCT,Fashion & Textile ,3.7,165 Reviews,78 years old,"Promotions / Appraisal, Salary & Benefits",
4551,Paradise Food Court,Hospitality ,4.1,165 Reviews,71 years old,"Salary & Benefits, Company Culture, Work Life Balance",Promotions / Appraisal
4552,WEG,Electronics Manufacturing ,3.7,165 Reviews,63 years old,"Salary & Benefits, Promotions / Appraisal, Work Life Balance",
4553,Indus Valley Partners,IT Services & Consulting ,3.4,165 Reviews,24 years old,Job Security,"Work Satisfaction, Promotions / Appraisal, Skill Development / Learning"
4554,Harsco,Waste Management ,3.7,165 Reviews,171 years old,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",
4555,Fashion TV,Broadcasting ,3.7,165 Reviews,,Job Security,
4556,Ritu Kumar,Fashion & Textile ,3.8,165 Reviews,55 years old,Skill Development / Learning,Promotions / Appraisal
4557,Sunteck Realty,Real Estate ,3.4,165 Reviews,43 years old,"Work Satisfaction, Work Life Balance, Promotions / Appraisal",
4558,Global Opportunities,EdTech ,4.4,165 Reviews,23 years old,"Company Culture, Work Life Balance, Work Satisfaction",
4559,Bekaert Industries,Electrical Equipment ,4.2,165 Reviews,144 years old,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal
4560,ICPA Health Products,Healthcare ,3.5,165 Reviews,41 years old,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",
4561,Amazon Seller Central,Internet ,4.3,165 Reviews,,"Company Culture, Skill Development / Learning, Work Life Balance",
4562,Vishwa Samudra Engineering,,4.1,165 Reviews,,,
4563,Shalimar Corp,Real Estate ,4.1,165 Reviews,,"Salary & Benefits, Work Life Balance",Promotions / Appraisal
4564,Itvedant Education,EdTech ,4.4,165 Reviews,12 years old,"Company Culture, Skill Development / Learning, Work Satisfaction",
4565,MSC Technology India,IT Services & Consulting ,4.6,165 Reviews,17 years old,"Job Security, Work Life Balance, Salary & Benefits",
4566,Capillary Technologies,IT Services & Consulting ,3.6,164 Reviews,16 years old,"Promotions / Appraisal, Work Satisfaction, Job Security",
4567,Betsol,IT Services & Consulting ,3.5,164 Reviews,22 years old,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",
4568,All India Radio,Broadcasting ,4.1,164 Reviews,94 years old,"Work Life Balance, Skill Development / Learning, Company Culture",Promotions / Appraisal
4569,Ananth Technologies,Electronics Manufacturing ,3.9,164 Reviews,32 years old,Job Security,"Salary & Benefits, Promotions / Appraisal"
4570,Escorts Construction Equipment,Industrial Machinery ,4.1,164 Reviews,54 years old,"Skill Development / Learning, Work Life Balance, Job Security",
4571,Dover India,Industrial Machinery ,4.0,164 Reviews,21 years old,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
4572,Sapphire Software Solutions (India),IT Services & Consulting ,4.5,164 Reviews,24 years old,"Job Security, Skill Development / Learning, Company Culture",
4573,Darwinbox,Software Product ,3.5,164 Reviews,9 years old,"Work Life Balance, Promotions / Appraisal, Work Satisfaction",
4574,Affluent Global Services,IT Services & Consulting ,3.4,164 Reviews,12 years old,"Job Security, Skill Development / Learning, Promotions / Appraisal",
4575,Ultra Engineers,Industrial Machinery ,4.1,164 Reviews,33 years old,"Skill Development / Learning, Job Security, Company Culture",
4576,Bharti Foundation,Non-Profit ,4.2,164 Reviews,24 years old,"Salary & Benefits, Company Culture, Work Life Balance",Promotions / Appraisal
4577,Enmas O & M Services,Oil & Gas ,3.9,164 Reviews,19 years old,Job Security,"Salary & Benefits, Company Culture"
4578,Eternis Fine Chemicals,Chemicals ,3.8,164 Reviews,36 years old,"Salary & Benefits, Skill Development / Learning",Job Security
4579,Isc Projects,Engineering & Construction ,3.7,164 Reviews,57 years old,"Job Security, Promotions / Appraisal, Work Satisfaction",
4580,Isc Projects,Engineering & Construction ,3.7,164 Reviews,57 years old,"Job Security, Promotions / Appraisal, Work Satisfaction",
4581,Eternis Fine Chemicals,Chemicals ,3.8,164 Reviews,36 years old,"Salary & Benefits, Skill Development / Learning",Job Security
4582,Dhampur Sugar Mills,Agro Chemicals ,3.5,164 Reviews,91 years old,"Company Culture, Promotions / Appraisal, Work Satisfaction",
4583,Enmas O & M Services,Oil & Gas ,3.9,164 Reviews,19 years old,Job Security,"Salary & Benefits, Company Culture"
4584,Royal Infraconstru,Engineering & Construction ,3.9,164 Reviews,44 years old,Promotions / Appraisal,
4585,Bharti Foundation,Non-Profit ,4.2,164 Reviews,24 years old,"Salary & Benefits, Company Culture, Work Life Balance",Promotions / Appraisal
4586,Darwinbox,Software Product ,3.5,164 Reviews,9 years old,"Work Life Balance, Promotions / Appraisal, Work Satisfaction",
4587,Wilo Mather and Platt Pumps,Industrial Machinery ,4.2,164 Reviews,154 years old,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
4588,Ratna Sagar,Printing & Publishing ,3.8,164 Reviews,42 years old,"Work Life Balance, Salary & Benefits",Promotions / Appraisal
4589,Fisdom,Financial Services ,3.7,164 Reviews,9 years old,Job Security,
4590,Edward Food Research and Analysis Centre,Analytics & KPO ,3.4,164 Reviews,103 years old,"Promotions / Appraisal, Work Satisfaction, Company Culture",
4591,Hyderabad Metro Rail,Railways ,4.1,164 Reviews,14 years old,"Job Security, Skill Development / Learning, Work Satisfaction",Salary & Benefits
4592,Cadworks India,Design ,4.7,164 Reviews,13 years old,"Work Life Balance, Salary & Benefits, Job Security",
4593,Maxvalue Credits & Investments,NBFC ,4.5,163 Reviews,8 years old,"Work Life Balance, Company Culture, Work Satisfaction",
4594,Arkray Healthcare,Healthcare ,4.0,163 Reviews,64 years old,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits"
4595,The Smart Cube,Management Consulting ,3.7,163 Reviews,21 years old,"Job Security, Company Culture, Work Life Balance","Salary & Benefits, Work Satisfaction, Promotions / Appraisal"
4596,SevenMentor,Education & Training ,4.7,163 Reviews,15 years old,"Company Culture, Job Security, Skill Development / Learning",
4597,Metacube Software,IT Services & Consulting ,4.0,163 Reviews,20 years old,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
4598,TAL Manufacturing Solutions,Industrial Machinery ,4.0,163 Reviews,24 years old,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
4599,HomeShop18,Internet ,4.2,163 Reviews,16 years old,"Work Life Balance, Company Culture, Skill Development / Learning",
4600,National Aerospace Laboratories,Defence & Aerospace ,4.4,163 Reviews,65 years old,"Skill Development / Learning, Work Satisfaction, Company Culture","Job Security, Promotions / Appraisal"
4601,South Eastern Coalfields,Metals & Mining ,4.3,163 Reviews,39 years old,"Job Security, Work Satisfaction, Work Life Balance",
4602,SevenMentor,Education & Training ,4.7,163 Reviews,15 years old,"Company Culture, Job Security, Skill Development / Learning",
4603,TAL Manufacturing Solutions,Industrial Machinery ,4.0,163 Reviews,24 years old,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
4604,HomeShop18,Internet ,4.2,163 Reviews,16 years old,"Work Life Balance, Company Culture, Skill Development / Learning",
4605,Maxvalue Credits & Investments,NBFC ,4.5,163 Reviews,8 years old,"Work Life Balance, Company Culture, Work Satisfaction",
4606,Arkray Healthcare,Healthcare ,4.0,163 Reviews,64 years old,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits"
4607,Saint Gobain Sekurit India,Auto Components ,4.1,163 Reviews,51 years old,"Job Security, Skill Development / Learning",Promotions / Appraisal
4608,Kalyani Maxion Wheels,Auto Components ,4.0,163 Reviews,104 years old,"Job Security, Work Life Balance",
4609,Stashfin,FinTech ,4.5,163 Reviews,8 years old,"Salary & Benefits, Work Life Balance, Skill Development / Learning",
4610,Merkle Sokrati,Marketing & Advertising ,3.8,163 Reviews,,"Skill Development / Learning, Job Security, Company Culture","Salary & Benefits, Promotions / Appraisal"
4611,Ikya Human Capital,Recruitment ,4.2,163 Reviews,,"Work Life Balance, Skill Development / Learning, Salary & Benefits",
4612,HostBooks,Software Product ,3.6,163 Reviews,15 years old,"Job Security, Promotions / Appraisal",
4613,INFOSEC VENTURES,Investment Banking / Venture Capital / Private Equity ,4.1,163 Reviews,13 years old,"Job Security, Skill Development / Learning, Salary & Benefits",
4614,TIDE,FinTech ,4.8,163 Reviews,9 years old,"Company Culture, Work Life Balance, Work Satisfaction",
4615,Savista Global Solutions,Analytics & KPO ,3.9,163 Reviews,3 years old,"Company Culture, Work Life Balance",Promotions / Appraisal
4616,Appasamy Associates,Medical Equipment ,3.9,162 Reviews,46 years old,"Job Security, Skill Development / Learning","Salary & Benefits, Promotions / Appraisal"
4617,Shanthi Gears,Auto Components ,3.6,162 Reviews,55 years old,Skill Development / Learning,"Promotions / Appraisal, Company Culture, Work Life Balance"
4618,Fresher Than Fresh,Retail ,4.0,162 Reviews,,"Skill Development / Learning, Company Culture, Work Satisfaction",
4619,Madhu Jayanti International,FMCG ,3.9,162 Reviews,82 years old,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",
4620,KGK Group,Jewellery ,3.9,162 Reviews,119 years old,Job Security,
4621,Mol Information Processing Services India,IT Services & Consulting ,4.0,162 Reviews,27 years old,"Job Security, Work Life Balance, Company Culture",
4622,Laborate Pharmaceuticals,Pharma ,3.7,162 Reviews,39 years old,"Promotions / Appraisal, Company Culture, Skill Development / Learning",
4623,BajajSons,Automobile ,4.1,162 Reviews,39 years old,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits"
4624,Toyota Financial Services,Financial Services ,3.7,162 Reviews,41 years old,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal
4625,SquadStack,IT Services & Consulting ,3.9,162 Reviews,10 years old,"Job Security, Promotions / Appraisal, Work Satisfaction",
4626,Botree Software International,Software Product ,3.9,162 Reviews,27 years old,"Promotions / Appraisal, Salary & Benefits",
4627,Kanoria Chemicals & Industries,Chemicals ,4.0,162 Reviews,64 years old,"Job Security, Work Life Balance","Salary & Benefits, Promotions / Appraisal"
4628,Highbar Technocrat,IT Services & Consulting ,3.8,162 Reviews,14 years old,Skill Development / Learning,"Promotions / Appraisal, Work Life Balance"
4629,Orange Retail Finance,Financial Services ,4.0,162 Reviews,24 years old,"Company Culture, Work Satisfaction, Skill Development / Learning",
4630,Any Brand,Fashion & Textile ,4.1,162 Reviews,,"Work Satisfaction, Skill Development / Learning, Company Culture",
4631,Elsamex Maintenance Services,Facility Management Services ,4.1,162 Reviews,25 years old,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
4632,Army Ordnance Corps,Defence & Aerospace ,4.7,162 Reviews,249 years old,"Job Security, Company Culture, Skill Development / Learning",
4633,Simpson,Auto Components ,3.8,162 Reviews,184 years old,"Job Security, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits, Company Culture"
4634,MINISO,Retail ,4.0,162 Reviews,11 years old,"Job Security, Promotions / Appraisal, Work Satisfaction",
4635,Amity Software Systems,Software Product ,4.3,162 Reviews,38 years old,"Job Security, Work Life Balance, Work Satisfaction",
4636,Automotive Axles,Auto Components ,4.0,162 Reviews,43 years old,Promotions / Appraisal,
4637,Zypp Electric,Internet ,3.9,162 Reviews,7 years old,"Skill Development / Learning, Company Culture, Salary & Benefits",
4638,Orion Security Solutions,Law Enforcement & Security ,3.2,162 Reviews,19 years old,"Promotions / Appraisal, Salary & Benefits, Job Security",
4639,Accurate Engineering Company,Industrial Machinery ,3.6,162 Reviews,61 years old,"Promotions / Appraisal, Company Culture, Salary & Benefits",
4640,OEN India,Auto Components ,4.0,161 Reviews,56 years old,"Job Security, Skill Development / Learning","Salary & Benefits, Promotions / Appraisal"
4641,Riddhi Corporate Services,IT Services & Consulting ,3.9,161 Reviews,14 years old,"Promotions / Appraisal, Job Security, Salary & Benefits",
4642,Canam Consultants,Management Consulting ,4.2,161 Reviews,28 years old,"Work Life Balance, Company Culture, Skill Development / Learning",
4643,Edelweiss Broking,Financial Services ,3.7,161 Reviews,29 years old,"Promotions / Appraisal, Work Satisfaction, Work Life Balance",
4644,Systopic Laboratories,Pharma ,4.7,161 Reviews,42 years old,"Job Security, Work Life Balance, Company Culture",
4645,ITCube Solutions,IT Services & Consulting ,3.4,161 Reviews,21 years old,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",
4646,TRF,Auto Components ,3.6,161 Reviews,62 years old,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
4647,Butterfly Gandhimathi Appliances,Consumer Electronics & Appliances ,4.4,161 Reviews,38 years old,"Work Satisfaction, Job Security, Company Culture",
4648,Biostadt,Agro Chemicals ,4.5,161 Reviews,21 years old,"Work Life Balance, Company Culture, Skill Development / Learning",
4649,Energy Efficiency Services,Power ,4.0,161 Reviews,15 years old,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
4650,Srei Sahaj e-Village,Retail ,4.1,161 Reviews,16 years old,Skill Development / Learning,Promotions / Appraisal
4651,Marsh,Insurance ,4.1,161 Reviews,55 years old,"Job Security, Company Culture, Work Life Balance",
4652,Emirates NBD,Banking ,3.8,161 Reviews,61 years old,Promotions / Appraisal,
4653,Vision Rx Lab,Medical Equipment ,4.2,161 Reviews,65 years old,"Job Security, Work Life Balance",Promotions / Appraisal
4654,Applus Velosi,Oil & Gas ,3.8,161 Reviews,42 years old,Work Life Balance,Promotions / Appraisal
4655,MM Forgings,Iron & Steel ,3.8,161 Reviews,78 years old,Skill Development / Learning,"Salary & Benefits, Promotions / Appraisal, Company Culture"
4656,Xrbia Developers,Real Estate ,2.8,161 Reviews,12 years old,"Job Security, Promotions / Appraisal, Salary & Benefits",
4657,Shriram Fortune Solutions,Financial Services ,4.2,161 Reviews,50 years old,"Company Culture, Work Life Balance, Job Security",
4658,Tbea Energy,Electrical Equipment ,4.0,161 Reviews,14 years old,Skill Development / Learning,Promotions / Appraisal
4659,Fujitec,Electronics Manufacturing ,3.9,161 Reviews,14 years old,Job Security,"Work Satisfaction, Promotions / Appraisal, Company Culture"
4660,V2Solutions,IT Services & Consulting ,4.0,161 Reviews,21 years old,"Company Culture, Work Life Balance",
4661,Sand Martin Consultants,BPO ,3.0,161 Reviews,40 years old,"Salary & Benefits, Promotions / Appraisal, Company Culture",
4662,Aditya Infotech,IT Services & Consulting ,4.1,161 Reviews,30 years old,"Work Life Balance, Salary & Benefits, Company Culture",
4663,Capri Global Housing Finance,Financial Services ,3.6,161 Reviews,27 years old,"Work Life Balance, Job Security, Promotions / Appraisal",
4664,Jbm Auto Components,Auto Components ,4.1,161 Reviews,41 years old,"Job Security, Skill Development / Learning, Work Life Balance",Salary & Benefits
